,Unnamed: 0,author_id,text
0,2013-04-03 14:51:52.279625730,1325172194796859392,my wish for the state of norway and all its inhabitants is death and misery. hope you are bombed away from the map. it is my &quot;prayer.&quot;
1,2013-04-03 16:30:19.239731204,1360551197619462145,"# sv in government, fortunately I have no faith in. welfare explosion - with those on the team. taxation all mass."
2,2013-04-03 20:13:26.141067268,1350448732043681794,"nordbyholtan sv_karin svparti innlandetsv we can not let private kindergarten drivers decide how many kindergarten places we need in the municipality! the councillor&#39;s figures and the size of the litter show that we have enough places with a buffer, as it is today!"
3,2013-04-03 21:06:17.378824195,417174714,martinsahlen robustness is a very good suggestion!
4,2013-04-03 21:14:08.193601536,1350448732043681794,- there is no reason to give landlords corona support. this type of activity should be excluded from the corona support scheme and svparti will submit proposals on this in connection with the consideration of the crisis package in the Storting. sv_karin # fordemange
5,2013-04-03 22:02:51.170496512,1320100460502634497,"if you were to be a word, what word should you be? 😇 (I should of course be fucked, due to cool and tough)"
6,2013-04-03 22:11:55.322789898,1324019953926897665,"henrikfrenrik andersheger nei. you are simply wrong. I did not grow up with a silver spoon in my mouth, I have a trade certificate, but I am also a business owner. I mean to have some knowledge of what I am talking about. you obviously did not."
7,2013-04-03 22:14:53.706530820,1324019953926897665,mimirk freedom of speech is important. here you are telling the truth ✌🏻
8,2013-04-03 22:17:55.252801536,1341789186135887872,2sporten molde is a disgusting team.
9,2013-04-03 23:34:47.548526593,11534522,"aft_meninger: - the green shift has for many become synonymous with &quot;reduction of greenhouse gas emissions, cost what it will cost&quot;, but it"
10,2013-04-04 00:03:10.427512838,1320100460502634497,little russians are cool !! :)
11,2013-04-04 00:30:12.100706304,1350448732043681794,"nordbyholtan sv_karin svparti innlandetsv if you refer to the last survey conducted inland, only private kindergartens were surveyed, ie no municipal. but in trysil it is about structure and number of places, we have not had the quality up for processing, nor put questions about it"
12,2013-04-04 01:14:37.975085060,1345307964735975425,king kenny at full speed on the trail 🐾
13,2013-04-04 01:16:15.232622593,1320100460502634497,mohamabd86: first week after rate reopens.
14,2013-04-04 01:23:34.426644483,1345307964735975425,"vigleikm excited to hear about the book, read a book by that author ... was possibly unlucky but not impressed 📖 enjoy 💪👍"
15,2013-04-04 01:56:03.100213252,493456530,"bareenmann frp_no left is it possible for you to rule with the left again? I understand what you mean, but are your voters willing to do it?"
16,2013-04-04 02:17:23.289935874,33167260,"odahaukaas ho_derre do you know that the adult men actually want it? would the men choose to marry children, if the men were free to choose?"
17,2013-04-04 02:21:15.645968389,493456530,electograph: 🇳🇴 # norway | parliamentary election poll 23 h 23. 1% (44) 🟥 ap 20. 3% (38) 🟨 sp 17. 7% (34) 🟪 frp 12. 9% (24) 🟫 sv 7. 8% (15)……
18,2013-04-04 02:24:52.688576516,2725020430,r_grete anneholmen mtetone revetal ibjerc elimlian knutwhermansen pertopai mannsperson espenred good night to you 😊
19,2013-04-04 02:25:15.463696394,1357054433784389636,"dagfinnhessenp ketamine, ketadine, keta-all-together! great that the public sector can also make money, or offer treatment with increasingly well-documented effects, as it is also called. salute to you who have been in the storm for a long time."
20,2013-04-04 02:37:28.934223873,1341789186135887872,arilasos molde_fk molde is a disgusting team with disgusting players.
21,2013-04-04 02:54:28.154298368,1357054433784389636,"kennethkhaug is it inside if I look at illegal saudi arabic power? if not, it must be no."
22,2013-04-04 03:35:05.070026758,1320100460502634497,"date marking oh, that&#39;s terrific! :)"
23,2013-04-04 03:47:14.946072576,1148589260628529153,bartefjes rule :(
24,2013-04-04 04:00:50.218135558,136980577,"heard of # visjon2030? It is a really good support scheme if you have a project that can help solve challenges in health and education in developing countries. yes, the deadline is Monday - there is still time!"
25,2013-04-04 05:02:05.548290049,25867735,eivindtraedal: it is only in norway people do not start laughing if you say &quot;we will save the climate by operating oil platforms with
26,2013-04-04 05:15:48.214890499,1255884669071110145,eivindtraedal at midnight is the highest daily average number for norway in over a month. oslo has had two 24-hour periods in a row with 191 cases. this according to figures from msis.
27,2013-04-04 05:45:09.176651783,1255884669071110145,"the rising infection trend in norway continues. at midnight, the highest number of registered infected for the country arrives in one day in over a month. in oslo, there have now been two 24-hour periods with 191 cases in a row."
28,2013-04-04 06:30:08.836173829,1320100460502634497,at Easter we celebrate that Jesus learned to lay eggs 🎉
29,2013-04-04 06:41:15.998937088,2415875454,"remember to look behind you from time to time: that way you can see how far you have come; the paths you chose that helped you learn, grow and get where you are now on your journey. new blog post (in English):"
30,2013-04-04 06:49:45.946611718,1320100460502634497,"looking forward to the pandemic when we come out into the community again and stare at each other with wonder in our eyes, with eyes that say &quot;wtf&quot; 🥰"
31,2013-04-04 06:54:27.980017672,1191025618055520256,good news everyone! the Gulf Stream goes down. time to do something?
32,2013-04-04 07:36:59.857522691,969146402713587712,sequin bitch sidecut is so fat then! especially in combination with your hair color 🤩
33,2013-04-04 07:42:34.177105920,969146402713587712,.... oooog like that on second thought this was extremely much more fun in my head rip
34,2013-04-04 08:14:29.883539459,969146402713587712,laugums_ for sure !! but now think the people who design the girl lice bottles should have been a little more creative in their marketing 😤
35,2013-04-04 08:25:58.386921473,969146402713587712,laugums_ 👀👀👀 I sense a great opportunity to study my artist background here
36,2013-04-04 08:30:46.028042244,1148589260628529153,pov: you have a good upbringing
37,2013-04-04 08:47:38.730143746,2470136607,line plots: long-term rental companies would lose NOK 2 million in corona support if revenues increased by 55. 000 kroner.
38,2013-04-04 08:50:06.323507201,969146402713587712,"laugums_ do not need paid in $$$, only need paid in the smiles of sweet transfeminine (who is like that almost everyone, let&#39;s be real here)"
39,2013-04-04 08:54:28.626968576,30691617,jonasali sad to read. hope you come back later
40,2013-04-04 08:55:20.598573057,969146402713587712,"jegerlilla laugums_ hormone replacement therapy means that you switch hormones in between, right? That&#39;s how it works, right?"
41,2013-04-04 09:22:59.940720643,1172619799517704196,jonasali you are a good and skilled voice. hope this does not put a damper on your commitment.
42,2013-04-04 09:24:36.946587652,1310533649385820161,kennethuteliv it æ so good! 🥰🤩🤣👌🏼
43,2013-04-04 09:25:59.045890049,969146402713587712,"cjentoft laugums_ here is my preliminary design concept, no I do not take constructive criticism"
44,2013-04-04 09:31:58.405435393,969146402713587712,sequin bitch there is no such thing as too much when it comes to fancy hairstyles imho
45,2013-04-04 09:35:27.759962112,153540072,ivariskogen bjofur mariusfla escaped / acquitted 🤷‍♂️
46,2013-04-04 09:42:11.725983744,1320763463409520640,"kvampeder arilasos molde_fk you are well maybe rbk or vif followers you, peut être?"
47,2013-04-04 09:51:51.789842434,1320763463409520640,"erlinghaaland molde_fk hm ... maybe consider a loan for molde next season erlinghaaland? just like that, little suggestion sort of? 😀"
48,2013-04-04 09:57:57.650571264,1305730812130865153,"forhn: the wind turns comes first on vgtv at. 19. available to anyone who has canal digital, get, altibox and several other services."
49,2013-04-04 09:59:29.572937737,1305730812130865153,"dagfinnhessenp: ad the claim from robinkass that no zones in prison for user doses today, one can read the following in"
50,2013-04-04 10:02:34.730487808,1305730812130865153,minervanett: debate: the public health institute has been perceived as critical of the proposed drug reform. but fhis consultation statement
51,2013-04-04 10:03:18.300921859,1305730812130865153,bdyrdal: what irritates me most with such proposals from the police is that we never bother to follow up the good ones
52,2013-04-04 10:03:51.473688579,1305730812130865153,"bdyrdal: if you do not have the time or desire to read and respond to all the other good answers you have received ellenkatrineh, then you should"
53,2013-04-04 10:05:33.487529988,1305730812130865153,malawolf: there must be an end to political activism in uniform. this role mix has been heavily criticized on several previous occasions.
54,2013-04-04 10:06:54.013972485,1305730812130865153,"pascualstr: hey the center party «[infidelity] has major consequences for the individual, for family and friends». punishment can certainly"
55,2013-04-04 10:07:26.729555976,1305730812130865153,"karleldar: glad that my union, the psychologists&#39; association, supports the drug reform! it was important!"
56,2013-04-04 10:07:58.186782720,1305730812130865153,kamzygunaratnam: &quot;drug reform is about people like us&quot;
57,2013-04-04 10:16:27.836715008,1320763463409520640,martineggen: the period 2021 - 2030 is the world&#39;s decade for restoration of ecosystems. can we trust the government&#39;s assurances that we
58,2013-04-04 10:21:21.786060801,1320763463409520640,"martineggen wants to say yes, we can trust that they take it seriously! but, my gut feeling says that money unfortunately goes before environmental conservation ..."
59,2013-04-04 10:23:47.361964034,36678662,rotevatn is there any point in using expensive renewable energy and billions of kroner to move greenhouse gas emissions from norway&#39;s largest source of emissions?
60,2013-04-04 10:31:41.658054661,969146402713587712,tonight is such a night i miss being able to meet people irl tbh
61,2013-04-04 10:34:39.903391747,969146402713587712,"really do it always nowadays but aiiii, this evening especially for some reason"
62,2013-04-04 10:48:11.350286338,1276320722269491200,"lundkommisjonen jonasali completely agree! Why join a party, when you can let them fight for your vote instead? I vote for the party that hits me best in each election! they have to fight for my vote with the right politics!"
63,2013-04-04 11:05:01.871362048,1276320722269491200,"jonasali to support a party is a bit American I think ... are you a Republican or a Democrat? only two sides ... we certainly have a much better system with many parties here in Norway, but why commit to politics you do not agree with? you can reconsider at each election!"
64,2013-04-04 11:07:14.830790656,969146402713587712,"laugums_ jegerlilla see there yes, well we have doctor murmel to confirm our highly scientific theories"
65,2013-04-04 11:15:24.004032513,996468163557707778,addexioo no longer reach
66,2013-04-04 11:17:58.547357699,1276320722269491200,jonasali what is this behavior? does not have in-depth knowledge of sv! or any other parties for that matter! but is so moderately interested in politics. (when it comes to topics I care about ..)
67,2013-04-04 11:26:55.040765952,1341789186135887872,"molde_fk molde is the team in the world that most easily adapted to the pandemic, as they have never had spectators. you will not find a jevla moldenser who is interested in football."
68,2013-04-04 11:40:37.321551872,2883782007,"perssonx03 petterskinstad mmyrlund nrk_sport ericroste two strong races. What makes Maiken&#39;s medal so impressive is the backdrop of her challenges and training background this season. in addition to the fact that she repeatedly delivers in championships, after championships. and fast is the best female sprinter of all time. stable championship runner"
69,2013-04-04 11:45:51.432982530,1148589260628529153,soon covid-lockdowns first birthday! what do we buy for the virus that conquered the world?
70,2013-04-04 11:47:35.204261890,969146402713587712,"lauvtre ... but does it say potion of make u hot on them, or is it the case that I have to take the matter into my own hands to get this implemented? feel this is such an important detail with the effects hrt that it must be made clear"
71,2013-04-04 11:55:04.170889220,1276320722269491200,"jonasali åhh, she who was thrown out by the government due to. some camaraderie ... has she not learned? sv is a bit outsider, inexperienced party ... a bit like frp with its 1000 justice ministers who all have to go .. bergstø is a bit like helgheim .. but much sweeter .. is that wrong to say?"
72,2013-04-04 11:56:30.422540302,969146402713587712,"procrastinates nope, you are actually very cool and not annoying at all !!"
73,2013-04-04 12:09:48.548317191,969146402713587712,hardwood omg it had been amazing
74,2013-04-04 12:13:15.742691331,969146402713587712,"laugums_ jegerlilla it is so legit that it must be listed twice, simply"
75,2013-04-04 12:21:25.041815555,1310533649385820161,katrineholter completely agree. it&#39;s beautiful. and necessary. sometimes you just have to agree to disagree. ❤️❤️❤️
76,2013-04-04 12:35:05.690984452,969146402713587712,lauvtre herregud I&#39;m so sick of needing an update on this if you remember it hahahahaha
77,2013-04-04 12:36:02.381144068,1276320722269491200,"jonasali yes, you are absolutely right! tried me on a bad joke .."
78,2013-04-04 12:39:09.824589825,969146402713587712,laugums_ jegerlilla this is the most valid title i have ever read
79,2013-04-04 12:54:22.178062336,969146402713587712,"madamknipe: even though it is not good Norwegian, it would have been a bit tempting to call the inclusion program in eel eel inclusive."
80,2013-04-04 13:08:01.703104521,758997979,the prince on the pea of lillehammer in size s.
81,2013-04-04 13:15:18.489473034,1310533649385820161,katrineholter and that&#39;s how it must be. 🙏🏼🤩👌🏼
82,2013-04-04 13:20:36.136755202,4189545917,&quot;what does not kill you does not really make you stronger.&quot;
83,2013-04-04 14:05:26.543687682,969146402713587712,hi my name is neon and I want the cuddle arrow of the times when it opens up for that again. is so touch starved that (almost) everyone who wants is invited
84,2013-04-04 14:16:23.891816450,1276320722269491200,"jonasali ser den! really want to explain what I really meant, but see that I fall into the same trap, so I content myself with apologizing to anyone who feels offended by my bad political joke! not least to bergstø! 😍"
85,2013-04-04 14:29:46.174091264,1276320722269491200,jonasali helgheim derimot! you can burn!
86,2013-04-04 14:33:23.581640707,969146402713587712,"honestly the only ones who are excluded from this future cuddle arrow are shitty people (tm), everyone else is more than welcome to be a human weighted blanket"
87,2013-04-04 14:55:09.432029187,4836064754,hetlandbirger: torsk19 bettibettsin heiditurid anjalindtner as true as can be said in all simplicity. for that which is one of them
88,2013-04-04 14:55:19.670345736,4836064754,torsk19: hetlandbirger bettibettsin heiditurid anjalindtner ja. large numbers and full calendars do not bring much happiness. it&#39;s affordable
89,2013-04-04 15:23:52.032690176,969146402713587712,"cjentoft: btw, gender diversity in history is older than you are. so ædda bædda."
90,2013-04-04 15:27:53.721012225,211865445,coolbetnorge: 10 matches in # nhl tonight. 🏒🥅 1 ⃣🔁 2 ⃣ which team scores the most goals a couple with the right get # oddsbonus tomorrow early 💰…
91,2013-04-04 15:40:53.047869442,969146402713587712,"yoooo not laughing about moving tonight, so take it as a sign that I&#39;m finally done pmse for this time"
92,2013-04-04 16:26:16.770232321,1276320722269491200,geirgabrielsen littufink perhaps the Storting everyone who has data to disprove the drug reform comes with data from the drug ban .. can we ban idiots soon?
93,2013-04-04 16:30:36.691234823,394956374,lmgimse all but moldensere should give faan in molde.
94,2013-04-04 16:40:37.927931912,1276320722269491200,"littufink perhaps frp_no the labor party also believes that town and village play an important role .. more new drugs and experience, and therefore acceptance for these in the city than in the village! also we have the village animal then of course ... why is no one hunting for it?"
95,2013-04-04 17:05:50.612054017,1276320722269491200,"littufink perhaps frp_no the Labor Party parties that continue to stand in the split will continue to lose the voters they are afraid of losing, while the new parties that dare to stand for something will win those who leave the other parties. also one has an aspect that voters feel betrayed, so they do not come back!"
96,2013-04-04 17:38:50.457710595,1276320722269491200,"littufink perhaps frp_no the labor party yes, but in drug policy, men are probably more liberal than women, I feel. I think it has to do with the fact that men are more risk-taking and more &quot;adventurous&quot; (that way) than women. perhaps more searching? I suspect the maternal instinct plays into women&#39;s &quot;caution&quot;"
97,2013-04-04 18:12:50.936274950,1276320722269491200,"littufink perhaps frp_no labor party party yes, I have also long considered the party mainly due to. their good drug policy. also i like the rest of the politics too. but I think they are too silent about this side of their policy even though they have it in the program. they are also a bit in spaghetti! drug policy is certainly difficult !?"
98,2013-04-04 18:54:28.002586626,1276320722269491200,littufink perhaps frp_no labor party party nja .. young left had a campaign with that name recently ... and the party has in its program that they want regulated turnover. it is in practice # legalizeit! but they are afraid to face it in public it seems. (they had an internal conflict ..)
99,2013-04-04 19:44:03.777380353,1252258994946793473,"pollofpolls: ipsos for the newspaper. national / s election. h 23, 1 (-2, 3) ap 20, 3 (-0, 1) sp 17, 7 (-3, 7) frp 12, 9 (3, 4) sv 7, 8 (0, 1) v 4 , 6…"
100,2013-04-04 22:45:16.768157696,996468163557707778,addexionot this is exposing at unacceptably high levels
101,2013-04-04 23:40:46.168936449,1276320722269491200,littufink perhaps: me when the lady asks me why she always has to do the dishes
102,2013-04-05 00:39:00.565221377,1276320722269491200,police officers no one on duty at the emergency room ??
103,2013-04-05 02:47:15.523379201,758997979,"if someone attacks a celebrity&#39;s dog sitter, something goes wrong: the dogs had no role in it. it was 100% vicious anyway and they were terrified."
104,2013-04-05 02:56:00.608342030,1276320722269491200,that&#39;s how it is when you play the politics game .. the opponent came up with it first .. we have to be against this in one way or another .. preferably in its entirety! is it possible to own it then .. preferably with improvements rather than limitations. improvements for users .. not police!
105,2013-04-05 03:01:32.948234241,1276320722269491200,hakonwaage: jonasali large parts of the left have become very afraid of change - conservatism is the name of the game.
106,2013-04-05 03:16:26.154606593,1276320722269491200,hakonwaage jonasali believes conservatism reasons to keep what they have always meant to keep old voters. rather than attracting new ones. this is how it will be for previously large parties. it can almost just go down .. difficult to get old voters on new policies if you do not front it.
107,2013-04-05 03:48:48.901705728,1276320722269491200,Do you want to &quot;go on drugs&quot; this weekend or? it&#39;s going to be fun!
108,2013-04-05 11:47:12.746975235,3154684749,"chr_bachke: 1/3 we get no credit for performance, low costs, transparency, and an extremely shareholder-friendly policy. hunter-stock…"
109,2013-04-05 12:14:06.031413251,4836064754,"litelin: me and the big dog are used to being greeted when we are out for a walk, but today .. walking on a walk with 1 dog of 4, 5 kg and 1"
110,2013-04-05 12:33:01.022650371,4836064754,larskellingsen: what are you really doing? now you have just released people on winter vacation. who travel around the country.
111,2013-04-05 14:26:34.728288256,1116977448300761088,uriksfredrik wonders what the total is.
